,favorite_count,retweet_count,tweet_id
143,24292,5479,863432100342583297
144,2308,101,863427515083354112
145,8946,1144,863079547188785154
146,8723,2571,863062471531167744
147,19603,5276,862831371563274240
148,17446,3679,862722525377298433
149,21006,5160,862457590147678208
150,76341,24261,862096992088072192
151,36897,11138,861383897657036800
152,17603,4341,861288531465048066
153,17129,3974,861005113778896900
154,0,2254,860981674716409858
155,0,853,860924035999428608
156,7687,2254,860563773140209665
157,24195,5506,860524505164394496
158,18758,3630,860276583193509888
159,17103,6100,860184849394610176
160,0,32307,860177593139703809
161,20036,4286,859924526012018688
162,15795,3660,859851578198683649
163,19076,1648,859607811541651456
164,92460,31686,859196978902773760
165,34825,14247,859074603037188101
166,0,8515,858860390427611136
167,15965,3637,858843525470990336
168,22121,5078,858471635011153920
169,16182,3053,858107933456039936
170,16580,2711,857989990357356544
171,35273,11140,857746408056729600
172,6101,1717,857393404942143489
173,20607,4757,857263160327368704
174,235,20,857214891891077121
175,0,178,857062103051644929
176,19497,4211,857029823797047296
177,0,11265,856602993587888130
178,16792,3036,856543823941562368
179,12196,1985,856526610513747968
180,0,713,856330835276025856
181,532,17,856288084350160898
182,28557,6666,856282028240666624
183,360,28,855862651834028034
184,5133,1097,855860136149123072
185,12219,2239,855857698524602368
186,46925,18681,855851453814013952
187,27498,5760,855818117272018944
188,30999,8717,855459453768019968
189,0,6331,855245323840757760
190,0,49,855138241867124737
191,23683,6481,854732716440526848
192,30432,7321,854482394044301312
193,19617,4989,854365224396361728
194,33204,7980,854120357044912130
195,16820,3345,854010172552949760
196,29758,6178,853760880890318849
197,36360,10840,853639147608842240
198,16190,3803,853299958564483072
199,0,2165,852936405516943360
200,9441,1969,852912242202992640
201,15589,2300,852672615818899456
202,17109,3762,852553447878664193
203,34644,10606,852311364735569921
204,20918,7315,852226086759018497
205,11974,1693,852189679701164033
206,0,10352,851953902622658560
207,0,23,851861385021730816
208,16964,3717,851591660324737024
209,25406,7596,851464819735769094
210,21663,6154,851224888060895234
211,32572,10005,850753642995093505
212,13692,2805,850380195714523136
213,3583,357,850333567704068097
214,17141,4115,850145622816686080
215,21480,5279,850019790995546112
216,32012,8202,849776966551130114
217,0,5353,849668094696017920
218,16683,3383,849412302885593088
219,12023,2042,849336543269576704
220,44662,9209,849051919805034497
221,26538,4666,848690551926992896
222,26064,4969,848324959059550208
223,8618,808,848213670039564288
224,17235,3333,848212111729840128
225,0,3523,847978865427394560
226,0,465,847971574464610304
227,24775,5542,847962785489326080
228,5794,1460,847842811428974592
229,7396,455,847617282490613760
230,19780,3665,847606175596138505
231,21552,4644,847251039262605312
232,21103,6345,847157206088847362
233,22619,3454,847116187444137987
234,21210,4257,846874817362120707
235,47246,12600,846514051647705089
236,14963,3361,846505985330044928
237,33559,9838,846153765933735936
238,32615,10677,846139713627017216
239,16921,3127,846042936437604353
240,31008,9496,845812042753855489
241,26574,5197,845677943972139009
242,8077,1980,845397057150107648
243,24697,5860,845306882940190720
244,0,8355,845098359547420673
245,14453,2818,844979544864018432
246,16028,3498,844973813909606400
247,41069,11265,844704788403113984
248,17465,3416,844580511645339650
249,14440,2387,844223788422217728
250,16022,3179,843981021012017153
251,22704,5036,843856843873095681
252,17910,2985,843604394117681152
253,22801,6604,843235543001513987
254,16144,3905,842846295480000512
255,7165,1395,842765311967449089
256,19208,3816,842535590457499648
257,26026,6331,842163532590374912
258,14895,3295,842115215311396866
259,0,16837,841833993020538882
260,27252,8461,841680585030541313
261,13436,4018,841439858740625411
262,20995,5929,841320156043304961
263,16902,5145,841314665196081154
264,24385,5794,841077006473256960
265,0,1923,840761248237133825
266,0,17764,840728873075638272
267,193,3,840698636975636481
268,13105,1081,840696689258311684
269,9563,1923,840632337062862849
270,17535,4995,840370681858686976
271,20526,6276,840268004936019968
272,14307,2521,839990271299457024
273,29335,8515,839549326359670784
274,0,155,839290600511926273
275,29004,7185,839239871831150596
276,20913,4369,838952994649550848
277,11917,2278,838921590096166913
278,0,37,838916489579200512
279,0,12175,838831947270979586
280,11632,1458,838561493054533637
281,24142,5292,838476387338051585
282,0,11114,838201503651401729
283,1790,358,838150277551247360
284,148,0,838085839343206401
285,18813,3461,838083903487373313
286,36510,8659,837820167694528512
287,4108,486,837482249356513284
288,13676,2541,837471256429613056
289,22587,5820,837366284874571778
290,17109,2636,837110210464448512
291,13610,2523,836989968035819520
292,20550,5074,836753516572119041
293,13481,2444,836677758902222849
294,0,607,836648853927522308
295,0,30364,836397794269200385
296,15736,3237,836380477523124226
297,22711,4712,836260088725786625
298,20440,4737,836001077879255040
299,0,9019,835685285446955009
300,19042,3992,835574547218894849
301,0,1872,835536468978302976
302,0,23190,835309094223372289
303,17526,3293,835297930240217089
304,8310,1872,835264098648616962
305,2233,81,835246439529840640
306,27957,6333,835172783151792128
307,24051,3337,835152434251116546
308,11599,1818,834931633769889797
309,22578,6014,834786237630337024
310,14684,2795,834574053763584002
311,0,11772,834477809192075265
312,10279,1846,834458053273591808
313,22076,5291,834209720923721728
314,16863,4003,834167344700198914
315,10760,2352,834089966724603904
316,13984,2441,834086379323871233
317,14367,2654,833863086058651648
318,16427,3793,833826103416520705
319,0,241,833732339549220864
320,22145,3532,833722901757046785
321,15941,2282,833479644947025920
322,21659,5353,833124694597443584
323,14270,2449,832998151111966721
324,0,42,832769181346996225
325,18032,4004,832757312314028032
326,12731,3250,832682457690300417
327,3132,576,832645525019123713
328,17011,3092,832636094638288896
329,12823,2465,832397543355072512
330,18399,3523,832369877331693569
331,12125,2581,832273440279240704
332,0,6844,832215909146226688
333,0,10369,832215726631055365
334,72,2,832088576586297345
335,0,10775,832040443403784192
336,19184,5167,832032802820481025
337,25774,6802,831939777352105988
338,365,36,831926988323639298
339,29687,7227,831911600680497154
340,11212,2009,831670449226514432
341,7720,2165,831650051525054464
342,9679,2548,831552930092285952
343,9849,1688,831322785565769729
344,6984,1230,831315979191906304
345,12570,2700,831309418084069378
346,12796,2271,831262627380748289
347,8568,1666,830956169170665475
348,71907,18692,830583320585068544
349,0,6325,830173239259324417
350,10569,3346,830097400375152640
351,0,5568,829878982036299777
352,13171,2179,829861396166877184
353,34133,11772,829501995190984704
354,11265,2255,829449946868879360
355,37275,10352,829374341691346946
356,26374,8232,829141528400556032
357,57007,18026,829011960981237760
358,0,3774,828801551087042563
359,27500,6522,828770345708580865
360,39393,12461,828708714936930305
361,10244,1490,828650029636317184
362,6758,1273,828409743546925057
363,8227,1419,828408677031882754
364,13591,2466,828381636999917570
365,7960,1181,828376505180889089
366,13489,3247,828372645993398273
367,2363,190,828361771580813312
368,12672,3175,828046555563323392
369,11153,2378,828011680017821696
370,21690,5803,827933404142436356
371,16645,3336,827653905312006145
372,7997,1051,827600520311402496
373,17128,3402,827324948884643840
374,11412,2495,827199976799354881
375,23290,5568,826958653328592898
376,39372,11424,826848821049180160
377,0,4382,826615380357632002
378,5522,283,826598799820865537
379,10856,2612,826598365270007810
380,19865,4670,826476773533745153
381,14296,2884,826240494070030336
382,5259,1045,826204788643753985
383,16926,3483,826115272272650244
384,11291,2080,825876512159186944
385,13742,2770,825829644528148480
386,56144,19162,825535076884762624
387,19758,5100,825147591692263424
388,0,1436,825120256414846976
389,6871,1436,825026590719483904
390,0,6117,824796380199809024
391,16180,3934,824775126675836928
392,10883,1936,824663926340194305
393,12725,11573,824325613288833024
394,16242,4307,824297048279236611
395,5164,662,824025158776213504
396,11514,3022,823939628516474880
397,0,12569,823719002937630720
398,13584,2698,823699002998870016
399,14090,2952,823581115634085888
400,756,29,823333489516937216
401,17029,4496,823322678127919110
402,0,11013,823269594223824897
403,18728,3838,822975315408461824
404,143260,49062,822872901745569793
405,14282,2549,822859134160621569
406,0,7156,822647212903690241
407,15976,3305,822610361945911296
408,19636,7156,822489057087389700
409,30964,16512,822462944365645825
410,37951,11013,822244816520155136
411,0,5387,822163064745328640
412,12313,2619,821886076407029760
413,0,3736,821813639212650496
414,9136,1856,821765923262631936
415,8684,1970,821522889702862852
416,0,6251,821421320206483457
417,12779,4876,821407182352777218
418,276,10,821153421864615936
419,9469,2253,821149554670182400
420,10411,2383,821107785811234820
421,13697,2557,821044531881721856
422,0,7487,820837357901512704
423,34222,11114,820749716845686786
424,13234,3607,820690176645140481
425,0,633,820494788566847489
426,0,2888,820446719150292993
427,3617,633,820314633777061888
428,21452,7026,820078625395449857
429,0,1324,820013781606658049
430,5776,1324,819952236453363712
431,13956,5418,819924195358416896
432,14595,3507,819711362133872643
433,10372,2204,819588359383371776
434,7839,1343,819347104292290561
435,2491,453,819238181065359361
436,25068,7487,819227688460238848
437,0,40986,819015337530290176
438,0,21145,819015331746349057
439,48923,21145,819006400881917954
440,93621,40986,819004803107983360
441,0,23349,818646164899774465
442,24088,8338,818627210458333184
443,10714,2890,818614493328580609
444,0,6903,818588835076603904
445,11868,2778,818536468981415936
446,0,9099,818307523543449600
447,11960,2555,818259473185828864
448,13358,2907,818145370475810820
449,5254,884,817908911860748288
450,56347,30364,817827839487737858
451,11617,2984,817777686764523521
452,12827,3398,817536400337801217
453,0,3807,817502432452313088
454,37231,16837,817423860136083457
455,6110,1079,817415592588222464
456,0,9552,817181837579653120
457,9478,2254,817171292965273600
458,13193,2933,817120970343411712
459,9307,1850,817056546584727552
460,0,5304,816829038950027264
461,10855,2286,816816676327063552
462,10647,2467,816697700272001025
463,33242,9099,816450570814898180
464,9355,2194,816336735214911488
465,9695,2414,816091915477250048
466,0,1176,816062466425819140
467,0,5961,816014286006976512
468,5436,1176,815990720817401858
469,24461,9552,815966073409433600
470,0,4634,815745968457060357
471,10706,2545,815736392542261248
472,8947,1846,815639385530101762
473,11234,4266,815390420867969024
474,8310,1451,814986499976527872
475,12269,3042,814638523311648768
476,0,6540,814578408554463233
477,9432,2082,814530161257443328
478,31271,9763,814153002265309185
479,0,3625,813944609378369540
480,10107,2114,813910438903693312
481,39547,15740,813812741911748608
482,9083,1979,813800681631023104
483,20336,8189,813217897535406080
484,9980,2020,813202720496779264
485,21614,4909,813187593374461952
486,10167,2163,813172488309972993
487,8429,2488,813157409116065792
488,9153,2648,813142292504645637
489,4855,497,813130366689148928
490,12919,3518,813127251579564032
491,11256,3100,813112105746448384
492,11453,4064,813096984823349248
493,10754,3112,813081950185472002
494,8648,2182,813066809284972545
495,22790,8224,813051746834595840
496,8238,2145,812781120811126785
497,0,7806,812747805718642688
498,7213,1607,812709060537683968
499,6628,1377,812503143955202048
500,8714,2166,812466873996607488
501,14915,4125,812372279581671427
502,7927,1582,811985624773361665
503,8225,1817,811744202451197953
504,6079,833,811647686436880384
505,13965,3525,811627233043480576
506,22787,7198,811386762094317568
507,5818,1609,810984652412424192
508,9851,2011,810896069567610880
509,11944,2968,810657578271330305
510,38703,12875,810284430598270976
511,16001,3774,810254108431155201
512,16881,4382,809920764300447744
513,0,5526,809808892968534016
514,7550,1655,809448704142938112
515,21736,6325,809220051211603969
516,14401,3947,809084759137812480
517,11008,3419,808838249661788160
518,8612,2437,808733504066486276
519,12301,2917,808501579447930884
520,46342,23349,808344865868283904
521,0,6716,808134635716833280
522,9502,2457,808106460588765185
523,13713,3967,808001312164028416
524,15907,4143,807621403335917568
525,122912,61027,807106840509214720
526,0,8270,807059379405148160
527,14200,4290,807010152071229440
528,82080,39388,806629075125202948
529,0,6213,806620845233815552
530,5279,2173,806576416489959424
531,11132,2670,806542213899489280
532,0,13177,806242860592926720
533,6987,1349,806219024703037440
534,0,6047,805958939288408065
535,9018,2135,805932879469572096
536,7180,2061,805826884734976000
537,0,9086,805823200554876929
538,6253,1863,805520635690676224
539,9560,2848,805487436403003392
540,8486,1910,805207613751304193
541,14999,4340,804738756058218496
542,6718,2268,804475857670639616
543,0,3621,804413760345620481
544,48695,18269,804026241225523202
545,10974,3117,803773340896923648
546,0,8371,803692223237865472
547,11996,4671,803638050916102144
548,8459,2092,803380650405482500
549,0,6019,803321560782307329
550,10951,2780,803276597545603072
551,9848,2259,802952499103731712
552,0,3292,802624713319034886
553,7774,1653,802600418706604034
554,9765,2823,802572683846291456
555,17754,6582,802323869084381190
556,6916,1526,802265048156610565
557,9897,2931,802239329049477120
558,0,303,802185808107208704
559,8433,1926,801958328846974976
560,1920,262,801854953262350336
561,8949,2317,801538201127157760
562,6623,936,801285448605831168
563,26792,6716,801167903437357056
564,0,4487,801127390143516673
565,8814,2352,801115127852503040
566,754,108,800859414831898624
567,0,1837,800855607700029440
568,11456,3120,800751577355128832
569,14361,3388,800513324630806528
570,10319,2418,800459316964663297
571,0,4882,800443802682937345
572,12179,3150,800388270626521089
573,0,4437,800188575492947969
574,16717,2888,800141422401830912
575,31035,14867,800018252395122689
576,0,5296,799774291445383169
577,9185,2434,799757965289017345
578,8787,2153,799422933579902976
579,0,6253,799308762079035393
580,10836,3131,799297110730567681
581,8835,2775,799063482566066176
582,14392,5055,798933969379225600
583,8107,1616,798925684722855936
584,0,7468,798705661114773508
585,0,8821,798701998996647937
586,0,7340,798697898615730177
587,0,5616,798694562394996736
588,0,2618,798686750113755136
589,0,5336,798682547630837760
590,0,6264,798673117451325440
591,0,4381,798665375516884993
592,0,2087,798644042770751489
593,0,2211,798628517273620480
594,0,6439,798585098161549313
595,0,6647,798576900688019456
596,0,3792,798340744599797760
597,11332,2871,798209839306514432
598,12744,3546,797971864723324932
599,15862,5466,797545162159308800
600,21860,7472,797236660651966464
601,249,32,797165961484890113
602,0,10055,796904159865868288
603,8381,2139,796865951799083009
604,12973,3448,796759840936919040
605,0,8260,796563435802726400
606,8291,1983,796484825502875648
607,12048,4696,796387464403357696
608,0,16153,796177847564038144
609,35400,16153,796149749086875649
610,5405,2015,796125600683540480
611,9928,2731,796116448414461957
612,9238,2604,796080075804475393
613,11809,4164,796031486298386433
614,54490,26869,795464331001561088
615,11035,3232,795400264262053889
616,17749,6117,795076730285391872
617,0,3809,794983741416415232
618,11235,2612,794926597468000259
619,0,11609,794355576146903043
620,10451,2980,794332329137291264
621,10065,3749,794205286408003585
622,18415,5526,793962221541933056
623,10061,2116,793845145112371200
624,0,3528,793614319594401792
625,8715,1845,793601777308463104
626,11694,2689,793500921481273345
627,26930,10369,793286476301799424
628,9435,2659,793271401113350145
629,21846,9385,793256262322548741
630,11514,3704,793241302385262592
631,10745,3225,793226087023144960
632,9760,3177,793210959003287553
633,16700,6338,793195938047070209
634,7558,2238,793180763617361921
635,10275,3138,793165685325201412
636,6752,1929,793150605191548928
637,7054,2801,793135492858580992
638,13865,4394,793120401413079041
639,15695,4535,792913359805018113
640,12360,4815,792883833364439040
641,8037,1895,792773781206999040
642,14759,4837,792394556390137856
643,7853,2024,792050063153438720
644,0,23699,791821351946420224
645,0,10909,791784077045166082
646,0,4279,791780927877898241
647,49306,25051,791774931465953280
648,12836,3528,791672322847637504
649,14353,4634,791406955684368384
650,9609,2859,791312159183634433
651,0,4655,791026214425268224
652,10828,2412,790987426131050500
653,18159,5304,790946055508652032
654,0,2616,790723298204217344
655,8963,2148,790698755171364864
656,22614,8071,790581949425475584
657,8552,2105,790337589677002753
658,13729,3625,790277117346975746
659,0,4041,790227638568808452
660,10119,2616,789986466051088384
661,0,4686,789960241177853952
662,11375,4666,789903600034189313
663,8235,2005,789628658055020548
664,7417,2179,789599242079838210
665,12852,3809,789530877013393408
666,9416,2597,789314372632018944
667,0,5584,789280767834746880
668,9966,2917,789268448748703744
669,10617,3142,789137962068021249
670,29933,13972,788908386943430656
671,29997,11609,788765914992902144
672,0,8151,788552643979468800
673,17044,5972,788412144018661376
674,7908,2392,788178268662984705
675,6723,1468,788150585577050112
676,0,3843,788070120937619456
677,6712,1493,788039637453406209
678,9487,3435,787810552592695296
679,11164,3130,787717603741622272
680,11838,3191,787397959788929025
681,8524,1968,787322443945877504
682,0,7546,787111942498508800
683,29023,9019,786963064373534720
684,0,2728,786729988674449408
685,19866,6844,786709082849828864
686,11664,2890,786664955043049472
687,10269,3496,786595970293370880
688,11920,3949,786363235746385920
689,8715,3228,786286427768250368
690,16744,5387,786233965241827333
691,1572,174,786051337297522688
692,0,7955,786036967502913536
693,12417,3550,785927819176054784
694,7291,2060,785872687017132033
695,8532,2488,785639753186217984
696,9956,2267,785533386513321988
697,6655,1421,785515384317313025
698,7934,1847,785264754247995392
699,13212,5476,785170936622350336
700,11086,3621,784826020293709826
701,9799,2855,784517518371221505
702,6206,1440,784431430411685888
703,21964,9086,784183165795655680
704,32644,12569,784057939640352768
705,32832,12175,783839966405230592
706,8030,2211,783821107061198850
707,11383,3617,783695101801398276
708,9232,2534,783466772167098368
709,18435,6206,783391753726550016
710,0,6314,783347506784731136
711,31888,13177,783334639985389568
712,8882,2491,783085703974514689
713,26325,8270,782969140009107456
714,8134,1567,782747134529531904
715,18817,6047,782722598790725632
716,8501,2111,782598640137187329
717,18179,6251,782305867769217024
718,0,7016,782021823840026624
719,12092,3778,781955203444699136
720,11385,3043,781661882474196992
721,4365,1255,781655249211752448
722,22622,6213,781524693396357120
723,7779,2860,781308096455073793
724,9204,2364,781251288990355457
725,10644,3059,781163403222056960
726,23591,8260,780931614150983680
727,7835,2238,780858289093574656
728,6011,1457,780800785462489090
729,13179,3736,780601303617732608
730,6866,1950,780543529827336192
731,0,4175,780496263422808064
732,0,133,780476555013349377
733,5760,1192,780459368902959104
734,9493,2514,780192070812196864
735,0,2580,780092040432480260
736,13353,5610,780074436359819264
737,20736,7955,779834332596887552
738,9618,3498,779377524342161408
739,0,20645,779124354206535695
740,12853,4091,779123168116150273
741,16120,5079,779056095788752897
742,21809,8177,778990705243029504
743,0,11174,778774459159379968
744,934,409,778764940568104960
745,7517,1499,778748913645780993
746,6287,1679,778650543019483137
747,5061,1136,778624900596654080
748,14834,4879,778408200802557953
749,0,13733,778396591732486144
750,6362,1230,778383385161035776
751,11292,3710,778286810187399168
752,9219,2961,778039087836069888
753,7141,1819,778027034220126208
754,0,3949,777953400541634568
755,6912,1838,777885040357281792
756,12228,3292,777684233540206592
757,0,4780,777641927919427584
758,9530,2796,777621514455814149
759,15567,4843,777189768882946048
760,0,15357,776819012571455488
761,5307,1356,776813020089548800
762,9640,3142,776477788987613185
763,0,10271,776249906839351296
764,32641,17878,776218204058357768
765,10437,2821,776201521193218049
766,12773,4882,776113305656188928
767,1999,171,776088319444877312
768,0,17321,775898661951791106
769,12736,3005,775842724423557120
770,15051,4487,775733305207554048
771,14043,5127,775729183532220416
772,8083,3342,775364825476165632
773,11041,4388,775350846108426240
774,16907,5296,775085132600442880
775,9275,1975,774757898236878852
776,7303,1949,774639387460112384
777,23646,6253,774314403806253056
778,11670,4346,773985732834758656
779,6942,1931,773922284943896577
780,7156,1832,773704687002451968
781,5782,1450,773670353721753600
782,23956,6903,773547596996571136
783,0,5710,773336787167145985
784,25228,8355,773308824254029826
785,10187,3581,773247561583001600
786,10846,4594,773191612633579521
787,9321,4340,772877495989305348
788,8665,2600,772826264096874500
789,0,3764,772615324260794368
790,7027,1892,772581559778025472
791,6524,1550,772193107915964416
792,4099,1258,772152991789019136
793,4067,817,772117678702071809
794,2936,526,772114945936949249
795,4348,1034,772102971039580160
796,7127,2114,771908950375665664
797,13037,3792,771770456517009408
798,8970,2924,771500966810099713
799,11437,5710,771380798096281600
800,0,8436,771171053431250945
801,9976,3259,771136648247640064
802,6743,1604,771102124360998913
803,7465,1841,771014301343748096
804,0,246,771004394259247104
805,5375,1366,770787852854652928
806,5630,1577,770772759874076672
807,0,50825,770743923962707968
808,7948,1947,770655142660169732
809,6824,2301,770414278348247044
810,6761,1662,770293558247038976
811,0,3393,770093767776997377
812,8213,2569,770069151037685760
813,34127,10775,769940425801170949
814,6937,1860,769695466921623552
815,0,8567,769335591808995329
816,5856,1916,769212283578875904
817,15622,7301,768970937022709760
818,0,3020,768909767477751808
819,4557,1001,768855141948723200
820,4466,1346,768609597686943744
821,5452,1422,768596291618299904
822,0,6496,768554158521745409
823,14751,3822,768473857036525572
824,11834,3949,768193404517830656
825,5157,1569,767884188863397888
826,17380,6019,767754930266464257
827,8104,2602,767500508068192258
828,13313,4257,767191397493538821
829,10956,3174,767122157629476866
830,0,6314,766864461642756096
831,5508,1518,766793450729734144
832,2810,427,766714921925144576
833,4374,881,766693177336135680
834,6528,1771,766423258543644672
835,7343,2100,766313316352462849
836,0,2885,766078092750233600
837,4637,972,766069199026450432
838,4045,553,766008592277377025
839,7824,2395,765719909049503744
840,5621,1358,765669560888528897
841,28533,3772,765395769549590528
842,7677,2396,765371061932261376
843,12597,3764,765222098633691136
844,6945,1966,764857477905154048
845,6559,1693,764259802650378240
846,796,59,763956972077010945
847,13673,4655,763837565564780549
848,5872,1652,763183847194451968
849,0,3368,763167063695355904
850,7960,2530,763103485927849985
851,13193,4041,762699858130116608
852,12236,7255,762471784394268675
853,11208,4686,762464539388485633
854,5224,1255,762316489655476224
855,34628,17365,762035686371364864
856,5853,2244,761976711479193600
857,0,4391,761750502866649088
858,4608,951,761745352076779520
859,53586,32307,761672994376806400
860,4464,1306,761599872357261312
861,0,19909,761371037149827077
862,5648,1609,761334018830917632
863,4833,1226,761292947749015552
864,5760,1717,761227390836215808
865,12189,3843,761004547850530816
866,4133,1077,760893934457552897
867,7142,2136,760656994973933572
868,5359,1435,760641137271070720
869,8205,4029,760539183865880579
870,4572,1551,760521673607086080
871,28967,12745,760290219849637889
872,4260,957,760252756032651264
873,6166,2012,760190180481531904
874,0,37,760153949710192640
875,6424,2319,759943073749200896
876,15885,6314,759923798737051648
877,7264,2204,759846353224826880
878,6455,2118,759793422261743616
879,0,23514,759566828574212096
880,5083,1303,759557299618865152
881,9206,2728,759447681597108224
882,1808,544,759446261539934208
883,6550,2155,759197388317847553
884,0,1303,759159934323924993
885,15725,4651,759099523532779520
886,7049,2239,759047813560868866
887,3832,992,758854675097526272
888,12079,4244,758828659922702336
889,6185,1774,758740312047005698
890,4127,1096,758474966123810816
891,5193,2466,758467244762497024
892,5614,2128,758405701903519748
893,3706,1203,758355060040593408
894,20774,11174,758099635764359168
895,2929,418,758041019896193024
896,7436,3600,757741869644341248
897,0,9018,757729163776290825
898,4903,1353,757725642876129280
899,4918,1238,757611664640446465
900,0,322,757597904299253760
901,4702,1175,757596066325864448
902,16369,7560,757400162377592832
903,6307,1934,757393109802180609
904,4882,1581,757354760399941633
905,6762,2204,756998049151549440
906,7178,2222,756939218950160384
907,5480,1466,756651752796094464
908,11246,4008,756526248105566208
909,4266,1197,756303284449767430
910,45925,19373,756288534030475264
911,6956,1698,756275833623502848
912,7925,3192,755955933503782912
913,17772,5953,755206590534418437
914,22904,12266,755110668769038337
915,0,8890,754874841593970688
916,7418,2790,754856583969079297
917,2782,577,754747087846248448
918,5724,2151,754482103782404096
919,4051,816,754449512966619136
920,8466,2582,754120377874386944
921,9501,3984,754011816964026368
922,6315,2418,753655901052166144
923,8548,3949,753420520834629632
924,6248,2118,753398408988139520
925,8220,2580,753375668877008896
926,0,6400,753298634498793472
927,3677,1154,753294487569522689
928,40069,23190,753039830821511168
929,4198,1077,753026973505581056
930,13631,7546,752932432744185856
931,7421,1738,752917284578922496
932,0,3190,752701944171524096
933,6483,1786,752682090207055872
934,4756,1744,752660715232722944
935,5992,2528,752568224206688256
936,7960,3802,752519690950500352
937,4123,1220,752334515931054080
938,0,18442,752309394570878976
939,6423,2047,752173152931807232
940,3326,1030,751950017322246144
941,5630,1486,751937170840121344
942,6263,2165,751830394383790080
943,6328,3231,751793661361422336
944,8516,3342,751598357617971201
945,4761,1233,751583847268179968
946,5428,1401,751538714308972544
