tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,floofer,favorite_count,retweet_count,jpg_url,img_num,p1,p1_dog,p2,p2_dog,p3,p3_dog,dog_type,p1_probability_of_dog,p2_probability_of_dog,p3_probability_of_dog
889880896479866881,,,2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,None,27769,5000,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,True,Labrador_retriever,True,muzzle,False,Not_Defined,0.377417,0.151317,0.9170189
889665388333682689,,,2017-07-25 01:55:32,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,None,48079,10124,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,True,Cardigan,True,basenji,True,Not_Defined,0.966327,0.0273557,0.00463323
889638837579907072,,,2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,27151,4573,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,True,boxer,True,Staffordshire_bullterrier,True,Not_Defined,0.99165,0.00212864,0.00149818
889531135344209921,,,2017-07-24 17:02:04,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,None,15080,2251,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,True,Labrador_retriever,True,redbone,True,Not_Defined,0.953442,0.0138341,0.00795775
889278841981685760,,,2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,25298,5468,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,True,borzoi,True,Saluki,True,Not_Defined,0.626152,0.194742,0.0273507
888917238123831296,,,2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,29061,4524,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,True,Tibetan_mastiff,True,Labrador_retriever,True,Not_Defined,0.714719,0.120184,0.105506
888804989199671297,,,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,25580,4372,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,True,Labrador_retriever,True,English_setter,True,Not_Defined,0.46976,0.184172,0.0734817
888554962724278272,,,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,19890,3603,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,True,Eskimo_dog,True,malamute,True,Not_Defined,0.700377,0.166511,0.111411
888078434458587136,,,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,21743,3516,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,True,pug,True,bull_mastiff,True,Not_Defined,0.995026,0.000931908,0.000903211
887705289381826560,,,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,30166,5426,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,True,redbone,True,Weimaraner,True,Not_Defined,0.821664,0.0875815,0.026236400000000003
887473957103951883,,,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,69082,18353,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,True,Rhodesian_ridgeback,True,beagle,True,Not_Defined,0.809197,0.05495,0.0389148
887343217045368832,,,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,None,33676,10470,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,True,sea_lion,False,Weimaraner,True,Not_Defined,0.330741,0.7243550000000001,0.134203
886983233522544640,,,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,35126,7820,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,True,toy_terrier,True,can_opener,False,Not_Defined,0.793469,0.143528,0.9677471
886736880519319552,,,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,12062,3316,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,True,Great_Pyrenees,True,Dandie_Dinmont,True,Not_Defined,0.309706,0.186136,0.08634630000000001
886680336477933568,,,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,22417,4495,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,False,sports_car,False,car_wheel,False,Not_Defined,0.26100500000000004,0.860048,0.9558273
886366144734445568,,,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,None,21186,3216,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,True,Chihuahua,True,Boston_bull,True,Not_Defined,0.999201,0.000361178,7.55616e-05
886258384151887873,,,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,27970,6327,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,True,shower_cap,False,Siamese_cat,False,Not_Defined,0.943575,0.9747144,0.99715108
885984800019947520,,,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,32693,6853,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,True,Shih-Tzu,True,Bernese_mountain_dog,True,Not_Defined,0.972494,0.00663012,0.00623915
885528943205470208,,,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,35989,6478,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,True,Labrador_retriever,True,kuvasz,True,Not_Defined,0.369275,0.265835,0.134697
885167619883638784,,,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,None,21931,4408,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,True,Siberian_husky,True,Eskimo_dog,True,Not_Defined,0.8124819999999999,0.0717125,0.0557697
884925521741709313,,,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,77531,18570,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,True,American_Staffordshire_terrier,True,Staffordshire_bullterrier,True,Not_Defined,0.259916,0.198451,0.127725
884876753390489601,,,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,27924,5823,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,True,Norwich_terrier,True,Norfolk_terrier,True,Not_Defined,0.822103,0.106075,0.0373485
884562892145688576,,,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,24288,4899,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,True,French_bulldog,True,Brabancon_griffon,True,Not_Defined,0.5464060000000001,0.404291,0.0440019
884441805382717440,,,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,None,26974,5688,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,True,Cardigan,True,Chihuahua,True,Not_Defined,0.993225,0.00321648,0.00208089
884162670584377345,,,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,None,20367,3007,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,True,malinois,True,Norwegian_elkhound,True,Not_Defined,0.707046,0.199396,0.0491476
883838122936631299,,,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,21889,3471,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,True,miniature_pinscher,True,kelpie,True,Not_Defined,0.610946,0.299603,0.0630203
883482846933004288,,,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,45938,10031,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,True,Labrador_retriever,True,kuvasz,True,Not_Defined,0.943082,0.032409,0.00550072
883360690899218434,,,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,22554,3710,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,True,Tibetan_mastiff,True,Newfoundland,True,Not_Defined,0.987997,0.00709872,0.00214033
883117836046086144,,,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,None,37210,6719,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,True,Labrador_retriever,True,kuvasz,True,Not_Defined,0.949562,0.04594790000000002,0.00247094
882992080364220416,,,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,23938,3948,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,True,Siberian_husky,True,dingo,False,Not_Defined,0.466778,0.406044,0.9265856
882762694511734784,,,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,None,28300,4959,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,True,Chesapeake_Bay_retriever,True,flat-coated_retriever,True,Not_Defined,0.85005,0.074257,0.015579399999999997
882627270321602560,,,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,27890,6145,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,True,Chihuahua,True,Cardigan,True,Not_Defined,0.542982,0.251988,0.107699
882268110199369728,,,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,44966,11692,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,True,Labrador_retriever,True,cocker_spaniel,True,Not_Defined,0.762211,0.0989849,0.0171995
882045870035918850,,,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,29339,5027,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,False,dhole,False,golden_retriever,True,Not_Defined,0.05040900000000004,0.9826742,0.00694063
881906580714921986,,,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,24277,3420,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,True,Chesapeake_Bay_retriever,True,koala,False,Not_Defined,0.291539,0.278966,0.872983
881666595344535552,,,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,50537,10759,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,True,Afghan_hound,True,golden_retriever,True,Not_Defined,0.529012,0.25000300000000003,0.16073900000000002
881268444196462592,,,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,23063,5195,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,False,Indian_elephant,False,ibex,False,Not_Defined,0.526697,0.754354,0.9443393
880935762899988482,,,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,17002,2798,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street_sign,False,umbrella,False,traffic_light,False,Not_Defined,0.7481990000000001,0.884877,0.9304662
880465832366813184,,,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,28518,6337,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,True,Labrador_retriever,True,cocker_spaniel,True,Not_Defined,0.913255,0.0263286,0.00937082
880221127280381952,,,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,27075,4271,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,True,meerkat,False,clumber,True,Not_Defined,0.238525,0.895744,0.0525803
880095782870896641,,,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,None,27614,4393,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,True,Rhodesian_ridgeback,True,beagle,True,Not_Defined,0.120298,0.106395,0.106073
879862464715927552,,,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,,,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,22293,3523,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,True,beagle,True,cocker_spaniel,True,Not_Defined,0.813507,0.146654,0.00948502
879492040517615616,,,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,,,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,23408,3209,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,True,vizsla,True,bath_towel,False,Not_Defined,0.479896,0.124353,0.9266798
879415818425184262,,,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,,,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,105871,44604,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,True,Boston_bull,True,Cardigan,True,Not_Defined,0.383404,0.134967,0.110481
879376492567855104,,,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,,,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,16773,3147,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,tricycle,False,Labrador_retriever,True,Pembroke,True,Not_Defined,0.336399,0.0334961,0.0188266
879050749262655488,,,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,,,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,22591,4757,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,tabby,False,window_screen,False,Egyptian_cat,False,Not_Defined,0.6881390000000001,0.830877,0.867068
